fish_indiv,date,anem_id,old_anem_id,anem_obs,second_year,later_year
2413,16597,394,NA,471,TRUE,NA
2413,16961,2560,757,470,TRUE,NA
2399,16597,757,NA,470,NA,NA
2399,16961,2560,757,470,NA,NA
2399,17613,2560,757,470,NA,NA
2358,16234,414,NA,327,TRUE,NA
2358,16585,419,NA,769,TRUE,NA
2358,17304,2624,420,504,TRUE,NA
2358,17594,2238,NA,333,TRUE,NA
2360,16934,2202,NA,298,FALSE,FALSE
2360,17595,2201,NA,297,FALSE,FALSE
2365,16233,406,NA,608,NA,NA
2365,16599,406,NA,608,NA,NA
2431,16584,2013,484,190,TRUE,NA
2431,16934,2014,NA,191,TRUE,NA
2367,15859,326,NA,NA,FALSE,FALSE
2367,16243,543,NA,856,FALSE,FALSE
2368,16233,395,76,646,TRUE,NA
2368,16597,756,NA,982,TRUE,NA
2369,16239,512,NA,NA,NA,NA
2369,16590,2112,NA,NA,NA,NA
2370,16237,462,NA,804,TRUE,NA
2370,16599,464,NA,719,TRUE,NA
2371,16243,542,NA,855,NA,NA
2371,16600,542,NA,855,NA,NA
2372,16233,412,NA,763,FALSE,FALSE
2372,16600,769,NA,NA,FALSE,FALSE
2373,16244,618,NA,NA,FALSE,FALSE
2373,16586,2033,NA,205,FALSE,FALSE
2377,16599,401,NA,278,TRUE,NA
2377,16933,2178,402,276,TRUE,NA
2411,16584,2005,NA,182,NA,NA
2411,16934,2005,NA,182,NA,NA
2379,16244,617,NA,908,TRUE,NA
2379,16586,1105,NA,50,TRUE,NA
2381,16245,635,NA,919,TRUE,NA
2381,16586,2038,890,210,TRUE,NA
2429,16253,129,NA,111,NA,NA
2429,16586,2036,NA,208,NA,NA
2429,16967,2036,NA,208,NA,NA
2724,15851,80,NA,1002,FALSE,TRUE
2724,16233,395,76,646,FALSE,TRUE
2387,16244,619,NA,909,TRUE,NA
2387,16586,1105,NA,50,TRUE,NA
2408,16591,930,NA,452,NA,NA
2408,16958,2505,930,452,NA,NA
2733,16591,930,NA,452,NA,NA
2733,16958,2505,930,452,NA,NA
2735,16591,691,NA,450,NA,NA
2735,16958,2503,691,450,NA,NA
2432,16591,692,NA,947,FALSE,FALSE
2432,16958,2504,NA,451,FALSE,FALSE
2734,16591,930,NA,452,NA,NA
2734,16958,2505,930,452,NA,NA
2397,16950,2131,NA,241,NA,NA
2397,17307,2655,NA,529,NA,NA
2397,17329,2655,NA,529,NA,NA
2397,17612,2131,NA,241,NA,NA
2398,17329,2912,NA,NA,NA,NA
2398,17612,3170,NA,NA,NA,NA
2543,17595,2201,NA,297,NA,NA
2543,17607,2201,NA,297,NA,NA
2403,16934,495,NA,513,TRUE,NA
2403,17621,2195,NA,290,TRUE,NA
2404,16587,2058,NA,NA,FALSE,FALSE
2404,16955,2462,NA,422,FALSE,FALSE
2405,16233,407,NA,758,TRUE,NA
2405,16599,808,NA,NA,TRUE,NA
2407,16599,532,NA,845,NA,NA
2407,17322,2816,NA,617,NA,NA
2407,17602,2816,NA,617,NA,NA
2409,16597,394,NA,471,TRUE,NA
2409,16961,2560,757,470,TRUE,NA
2416,16584,969,NA,303,NA,NA
2416,16935,1026,NA,13,NA,NA
2416,16966,2566,950,472,NA,NA
2416,17597,2566,NA,472,NA,NA
2417,16583,776,NA,390,NA,NA
2417,16948,2309,NA,390,NA,NA
2417,17298,2309,NA,390,NA,NA
2417,17330,2309,NA,390,NA,NA
2417,17593,2309,776,390,NA,NA
2747,16595,445,NA,352,NA,NA
2747,16939,2263,445,352,NA,NA
2420,16595,446,NA,789,FALSE,TRUE
2420,16939,2263,445,352,FALSE,TRUE
2422,16595,2143,NA,NA,NA,NA
2422,17604,3065,1228,NA,NA,NA
2424,16585,363,NA,731,NA,NA
2424,16957,2490,428,444,NA,NA
2424,17301,2489,NA,443,NA,NA
2424,17306,2485,NA,439,NA,NA
2424,17595,2489,426,443,NA,NA
2425,16583,1285,NA,107,FALSE,FALSE
2425,16948,2312,NA,394,FALSE,FALSE
2426,16583,1285,NA,107,FALSE,FALSE
2426,16948,2313,NA,395,FALSE,FALSE
2426,17325,2311,NA,393,FALSE,FALSE
2427,16232,386,NA,741,NA,NA
2427,16591,849,NA,340,NA,NA
2427,16938,2246,849,340,NA,NA
2427,16967,2246,NA,340,NA,NA
2428,16587,1098,NA,45,NA,NA
2428,16955,2463,1098,45,NA,NA
2428,17600,2993,NA,708,NA,NA
2430,16586,1126,NA,58,TRUE,NA
2430,16967,2577,1127,479,TRUE,NA
2433,17612,2281,NA,364,NA,NA
2433,17631,2281,NA,364,NA,NA
2434,17608,2535,NA,460,NA,NA
2434,17630,2535,NA,460,NA,NA
2545,16233,405,NA,756,TRUE,NA
2545,16599,809,NA,606,TRUE,NA
2746,16233,403,NA,755,TRUE,NA
2746,16599,402,NA,276,TRUE,NA
2447,16228,375,NA,NA,NA,NA
2447,16583,776,NA,390,NA,NA
2447,16948,2309,NA,390,NA,NA
2447,17298,2309,NA,390,NA,NA
2505,16593,1269,NA,98,NA,NA
2505,16947,2304,704,385,NA,NA
2505,17309,2305,NA,98,NA,NA
2527,16956,2480,1122,56,NA,NA
2527,17316,2724,337?,572,NA,NA
2527,17600,2724,NA,572,NA,NA
2527,17622,2472,NA,429,NA,NA
2758,16587,1098,NA,45,TRUE,NA
2758,16955,2462,NA,422,TRUE,NA
2725,16244,607,NA,59,TRUE,NA
2725,16586,1131,NA,61,TRUE,NA
2736,16590,2115,NA,NA,NA,NA
2736,16952,2426,NA,NA,NA,NA
2489,16949,2318,377,400,NA,NA
2489,17307,2319,NA,401,NA,NA
2489,17329,2319,NA,401,NA,NA
2772,16934,2191,NA,286,NA,NA
2772,16966,2563,966,691,NA,NA
2772,17597,2948,966,691,NA,NA
2538,16586,2035,NA,207,TRUE,NA
2538,16967,2036,NA,208,TRUE,NA
2538,17622,2964,NA,698,TRUE,NA
2496,16939,2266,NA,353,NA,NA
2496,17613,2266,NA,353,NA,NA
2497,16939,2267,NA,354,TRUE,NA
2497,17613,3175,77,NA,TRUE,NA
2499,16599,798,NA,999,TRUE,NA
2499,16933,2175,NA,274,TRUE,NA
2503,16935,971,NA,716,NA,NA
2503,17607,3109,971,716,NA,NA
2504,16600,2166,NA,268,TRUE,NA
2504,17602,3033,767,NA,TRUE,NA
2524,16946,2298,NA,379,TRUE,NA
2524,17615,3193,700,NA,TRUE,NA
2511,16935,2207,727,302,NA,NA
2511,16966,2207,NA,302,NA,NA
2514,16935,2001,NA,178,NA,NA
2514,17607,2001,NA,178,NA,NA
2548,16935,2211,NA,306,NA,NA
2548,17301,2618,NA,501,NA,NA
2548,17328,2618,NA,501,NA,NA
2552,16957,2072,NA,229,NA,NA
2552,17316,2072,NA,229,NA,NA
2552,17600,3011,NA,NA,NA,NA
2744,16237,456,NA,799,NA,NA
2744,16599,794,NA,275,NA,NA
2744,16933,2177,794,275,NA,NA
2542,15852,123,NA,91,NA,NA
2542,15860,123,NA,91,NA,NA
2759,16583,1288,NA,109,NA,NA
2759,17311,2668,NA,539,NA,NA
2759,17330,2668,NA,539,NA,NA
2556,16586,2027,NA,NA,FALSE,FALSE
2556,17328,2886,NA,662,FALSE,FALSE
2558,16245,651,NA,931,TRUE,NA
2558,16586,1134,NA,64,TRUE,NA
2558,17328,2890,625,198,TRUE,NA
2559,16237,455,NA,798,TRUE,NA
2559,16599,808,NA,NA,TRUE,NA
2559,17321,2795,809,606,TRUE,NA
2560,16244,627,NA,63,NA,NA
2560,16586,2026,NA,199,NA,NA
2560,17328,2026,NA,199,NA,NA
2560,17599,2974,672,62,NA,NA
2562,16955,2469,600,425,TRUE,NA
2562,17327,2468,NA,NA,TRUE,NA
2563,16955,2060,NA,222,TRUE,NA
2563,17327,2865,NA,NA,TRUE,NA
2581,16961,2564,NA,NA,FALSE,FALSE
2581,17313,2680,NA,544,FALSE,FALSE
2565,16244,614,NA,NA,NA,NA
2565,16942,2284,1080,40,NA,NA
2565,16967,2575,1080,40,NA,NA
2565,17299,2285,NA,368,NA,NA
2565,17598,2283,NA,366,NA,NA
2565,17622,3220,NA,NA,NA,NA
2665,16934,495,NA,513,TRUE,NA
2665,17305,2195,NA,290,TRUE,NA
2691,16934,2014,NA,191,NA,NA
2691,17301,2618,NA,501,NA,NA
2691,17328,2618,NA,501,NA,NA
2691,17607,2008,NA,185,NA,NA
2569,16584,1028,NA,15,FALSE,FALSE
2569,16934,1027,NA,14,FALSE,FALSE
2569,17302,2010,NA,187,FALSE,FALSE
2570,16934,2201,960,297,NA,NA
2570,17301,2201,NA,297,NA,NA
2625,16584,942,NA,1062,FALSE,TRUE
2625,16934,2201,960,297,FALSE,TRUE
2625,17301,2613,NA,496,FALSE,TRUE
2625,17597,2615,NA,498,FALSE,TRUE
2690,16934,2201,960,297,TRUE,NA
2690,17301,2617,NA,500,TRUE,NA
2690,17595,2014,NA,191,TRUE,NA
2666,16934,495,NA,513,TRUE,NA
2666,17306,2194,NA,289,TRUE,NA
2585,16957,2500,NA,449,TRUE,NA
2585,17316,2708,NA,563,TRUE,NA
2575,17307,2652,NA,527,FALSE,FALSE
2575,17612,3170,NA,NA,FALSE,FALSE
2576,17313,2681,NA,NA,NA,NA
2576,17613,3178,NA,NA,NA,NA
2577,17326,2858,NA,648,TRUE,NA
2577,17613,2857,NA,647,TRUE,NA
2769,17311,2670,NA,NA,NA,NA
2769,17619,3200,NA,NA,NA,NA
2740,17313,2675,452,795,FALSE,FALSE
2740,17613,2674,NA,542,FALSE,FALSE
2646,17313,2675,452,795,FALSE,FALSE
2646,17613,3176,2673,NA,FALSE,FALSE
2649,17314,2686,NA,NA,NA,NA
2649,17615,2685,NA,545,NA,NA
2649,17631,2685,NA,545,NA,NA
2583,17315,2696,NA,553,NA,NA
2583,17611,2696,NA,553,NA,NA
2584,17315,2700,NA,559,NA,NA
2584,17611,2700,NA,559,NA,NA
2645,17316,2711,NA,NA,FALSE,FALSE
2645,17611,2716,NA,565,FALSE,FALSE
2657,17316,2726,1071,574,TRUE,NA
2657,17622,3210,NA,NA,TRUE,NA
2588,17319,2765,NA,584,NA,NA
2588,17608,2763,NA,583,NA,NA
2588,17630,2763,NA,583,NA,NA
2606,16597,2150,NA,255,NA,NA
2606,17320,2150,NA,255,NA,NA
2643,17320,2530,NA,456,NA,NA
2643,17608,2530,NA,456,NA,NA
2641,17320,2781,NA,595,TRUE,NA
2641,17608,2151,NA,256,TRUE,NA
2653,17323,2846,NA,638,TRUE,NA
2653,17605,3076,NA,NA,TRUE,NA
2654,17323,2847,NA,639,NA,NA
2654,17605,2847,NA,639,NA,NA
2719,17327,2869,NA,NA,NA,NA
2719,17605,3077,NA,NA,NA,NA
2597,17298,2310,NA,392,NA,NA
2597,17325,2310,NA,392,NA,NA
2597,17593,2310,NA,392,NA,NA
2597,17619,2310,NA,392,NA,NA
2598,17299,2579,NA,480,TRUE,NA
2598,17598,2887,NA,663,TRUE,NA
2598,17622,2965,181,171,TRUE,NA
2642,17321,2782,NA,596,FALSE,FALSE
2642,17608,2530,NA,456,FALSE,FALSE
2602,16585,921,NA,1053,FALSE,FALSE
2602,17304,2226,NA,321,FALSE,FALSE
2603,16585,417,NA,505,TRUE,NA
2603,17304,430,NA,779,TRUE,NA
2604,16585,426,NA,443,TRUE,NA
2604,17301,2491,NA,445,TRUE,NA
2605,16597,793,NA,996,FALSE,TRUE
2605,17326,2857,992,647,FALSE,TRUE
2607,16935,729,NA,473,TRUE,NA
2607,16966,2208,NA,303,TRUE,NA
2608,16586,1138,NA,66,NA,NA
2608,17328,2894,1138,66,NA,NA
2711,17305,2217,NA,312,NA,NA
2711,17594,2217,NA,312,NA,NA
2754,17300,2603,NA,NA,FALSE,FALSE
2754,17598,2959,1127,479,FALSE,FALSE
2615,17328,2886,NA,662,FALSE,FALSE
2615,17599,2886,625,198,FALSE,FALSE
2616,16593,701,NA,387,NA,NA
2616,16947,2306,701,387,NA,NA
2616,17309,2307,NA,115,NA,NA
2617,17319,2157,NA,262,NA,NA
2617,17608,2157,NA,262,NA,NA
2617,17630,2157,NA,262,NA,NA
2618,16959,2161,NA,264,FALSE,FALSE
2618,17319,2776,NA,593,FALSE,FALSE
2619,16959,2548,NA,465,NA,NA
2619,17319,2774,NA,591,NA,NA
2619,17608,2774,741,465,NA,NA
2619,17630,2774,NA,591,NA,NA
2620,16959,2149,NA,254,NA,NA
2620,17321,2149,NA,254,NA,NA
2620,17608,2150,NA,255,NA,NA
2620,17630,2150,NA,255,NA,NA
2622,16585,881,NA,509,NA,NA
2622,16966,881,NA,509,NA,NA
2622,17301,2617,NA,500,NA,NA
2623,16600,766,NA,622,NA,NA
2623,17322,2822,760,622,NA,NA
2623,17602,2822,766,622,NA,NA
2624,16584,479,NA,318,NA,NA
2624,16966,2222,NA,318,NA,NA
2624,17305,2222,NA,318,NA,NA
2668,16593,1304,NA,116,NA,NA
2668,16947,1304,NA,116,NA,NA
2668,17309,2306,NA,387,NA,NA
2692,16966,2010,NA,187,NA,NA
2692,17302,2620,1029,16,NA,NA
2692,17597,2620,1029,16,NA,NA
2692,17621,2620,1029,16,NA,NA
2707,16966,2567,NA,NA,FALSE,FALSE
2707,17328,2192,NA,287,FALSE,FALSE
2706,16942,2294,NA,377,TRUE,NA
2706,17328,2905,NA,NA,TRUE,NA
2672,16957,2072,NA,229,TRUE,NA
2672,17316,2704,NA,NA,TRUE,NA
2640,16957,2500,NA,449,NA,NA
2640,17316,2708,NA,563,NA,NA
2640,17600,3014,NA,NA,NA,NA
2640,17611,2708,NA,563,NA,NA
2647,17313,2673,1461,NA,FALSE,FALSE
2647,17613,2674,NA,542,FALSE,FALSE
2648,17326,2861,NA,NA,FALSE,FALSE
2648,17613,2862,392,542,FALSE,FALSE
2650,17322,2813,319,NA,FALSE,FALSE
2650,17602,2812,NA,616,FALSE,FALSE
2651,17321,2797,NA,607,TRUE,NA
2651,17601,2798,NA,608,TRUE,NA
2651,17630,2790,NA,601,TRUE,NA
2696,17327,2875,NA,653,NA,NA
2696,17605,2875,NA,653,NA,NA
2655,17309,2304,NA,385,TRUE,NA
2655,17616,2305,1269,98,TRUE,NA
2656,17311,2313,NA,395,FALSE,FALSE
2656,17619,2669,NA,540,FALSE,FALSE
2712,16959,2157,NA,262,NA,NA
2712,17319,2157,NA,262,NA,NA
2712,17608,2157,NA,262,NA,NA
2712,17630,2157,NA,262,NA,NA
2750,16961,2557,NA,NA,FALSE,FALSE
2750,17326,2856,395,646,FALSE,FALSE
2686,16942,2282,NA,365,TRUE,NA
2686,17299,2591,NA,486,TRUE,NA
2720,16584,2011,NA,188,TRUE,NA
2720,17301,2211,NA,306,TRUE,NA
2703,16942,2029,NA,201,NA,NA
2703,17328,2029,NA,201,NA,NA
2705,16942,2294,NA,377,NA,NA
2705,17328,2294,NA,377,NA,NA
2755,17329,2912,NA,NA,NA,NA
2755,17612,3169,NA,NA,NA,NA
2756,17307,2655,NA,529,NA,NA
2756,17329,2655,NA,529,NA,NA
986112100164868,16966,2216,NA,311,TRUE,NA
986112100164868,17305,2633,NA,NA,TRUE,NA
986112100164868,17305,2570,NA,476,TRUE,NA
986112100164868,17594,2944,NA,690,TRUE,NA
985153000403761,16938,2240,NA,336,NA,NA
985153000403761,16967,2240,NA,336,NA,NA
985153000356731,16959,2157,NA,262,TRUE,NA
985153000356731,17319,2763,NA,583,TRUE,NA
985153000369925,16957,2499,NA,448,TRUE,NA
985153000369925,17316,2500,NA,449,TRUE,NA
985153000406299,16957,2487,913,441,NA,NA
985153000406299,17595,2487,NA,441,NA,NA
985153000401769,16939,2264,NA,NA,NA,NA
985153000401769,17604,3060,NA,NA,NA,NA
985153000404088,16939,2259,NA,348,TRUE,NA
985153000404088,17604,3056,NA,NA,TRUE,NA
985153000405499,16938,2242,NA,337,NA,NA
985153000405499,16967,2242,NA,337,NA,NA
986112100166148,16966,2568,970,473,TRUE,NA
986112100166148,17607,2208,969,303,TRUE,NA
985153000404499,16938,2243,389,338,NA,NA
985153000404499,16967,2243,NA,338,NA,NA
985153000370198,16959,2550,466,466,NA,NA
985153000370198,17319,2551,NA,466,NA,NA
985153000370198,17608,2550,468,466,NA,NA
985153000355839,16959,2531,NA,457,TRUE,NA
985153000355839,17321,2151,NA,256,TRUE,NA
985153000375914,16584,2010,NA,187,NA,NA
985153000375914,16966,2010,NA,187,NA,NA
985153000375914,17302,2620,1029,16,NA,NA
985153000375914,17597,2620,1029,16,NA,NA
985153000375914,17621,2620,1029,16,NA,NA
985153000407303,16936,2015,NA,192,FALSE,FALSE
985153000407303,17607,2211,NA,306,FALSE,FALSE
985153000402631,16936,2216,476,311,NA,NA
985153000402631,16966,2216,NA,311,NA,NA
985153000402631,17305,2216,NA,311,NA,NA
985153000402631,17594,2216,476,311,NA,NA
985153000403821,16959,2530,NA,456,TRUE,NA
985153000403821,17608,2153,NA,258,TRUE,NA
985153000403605,16940,2275,NA,NA,FALSE,FALSE
985153000403605,17308,2662,1952,534,FALSE,FALSE
985153000403605,17612,2661,NA,533,FALSE,FALSE
985153000352306,16937,2021,NA,195,TRUE,NA
985153000352306,17305,2631,919,1051,TRUE,NA
985153000352306,17594,2943,NA,NA,TRUE,NA
986112100172294,16966,2204,NA,300,NA,NA
986112100172294,17302,2205,NA,301,NA,NA
986112100172294,17597,2204,NA,300,NA,NA
986112100163663,16966,2220,NA,316,TRUE,NA
986112100163663,17305,2633,NA,NA,TRUE,NA
986112100163663,17305,2570,NA,476,TRUE,NA
985153000406793,16936,2219,NA,314,NA,NA
985153000406793,17305,2219,NA,314,NA,NA
985153000406793,17594,2944,NA,690,NA,NA
985153000401241,16588,2063,NA,224,TRUE,NA
985153000401241,17315,2699,NA,556,TRUE,NA
985153000401241,17597,2950,NA,692,TRUE,NA
985153000405269,16957,2477,878,433,TRUE,NA
985153000405269,17301,2485,NA,439,TRUE,NA
985153000402306,16585,2019,NA,NA,FALSE,FALSE
985153000402306,17304,2624,420,504,FALSE,FALSE
985153000370668,16955,2448,955,NA,NA,NA
985153000370668,17614,3188,NA,NA,NA,NA
985153000401598,16942,2029,NA,201,NA,NA
985153000401598,17328,2029,NA,201,NA,NA
985153000401598,17599,2978,NA,NA,NA,NA
982126052950991,17600,3002,NA,710,NA,NA
982126052950991,17627,3002,NA,710,NA,NA
985153000355459,16956,2481,NA,437,NA,NA
985153000355459,17316,2481,NA,437,NA,NA
985153000355459,17600,2720,NA,569,NA,NA
985153000355459,17622,2720,NA,569,NA,NA
982126052951073,17600,3006,NA,NA,FALSE,FALSE
982126052951073,17627,2728,NA,576,FALSE,FALSE
982000411818581,17322,2823,NA,73,TRUE,NA
982000411818581,17602,2821,2163,266,TRUE,NA
986112100172301,17332,2923,NA,681,NA,NA
986112100172301,17605,2923,1459,681,NA,NA
986112100172301,17625,2923,1459,681,NA,NA
982000411818488,17304,2227,NA,322,FALSE,FALSE
982000411818488,17595,2226,NA,321,FALSE,FALSE
982000411818534,17315,2690,NA,NA,FALSE,FALSE
982000411818534,17611,2702,NA,561,FALSE,FALSE
982000411818572,17321,2149,NA,254,NA,NA
982000411818572,17608,2788,NA,600,NA,NA
982000411818572,17630,2788,NA,600,NA,NA
982000411818494,17314,2302,NA,383,NA,NA
982000411818494,17615,2302,NA,383,NA,NA
985153000371766,16593,702,NA,955,NA,NA
985153000371766,16947,2306,701,387,NA,NA
985153000371766,17309,2307,NA,115,NA,NA
985153000371766,17616,2307,1303,115,NA,NA
982126052697406,17599,2986,NA,706,NA,NA
982126052697406,17626,2986,NA,706,NA,NA
982126052697419,17599,2904,NA,671,TRUE,NA
982126052697419,17626,3237,NA,NA,TRUE,NA
982000411818637,17608,2150,NA,255,NA,NA
982000411818637,17630,2150,NA,255,NA,NA
986112100165030,17327,2060,NA,222,FALSE,FALSE
986112100165030,17600,2864,NA,650,FALSE,FALSE
982000411818504,17301,2215,NA,310,FALSE,FALSE
982000411818504,17597,2614,NA,497,FALSE,FALSE
986112100172338,17328,2596,NA,489,NA,NA
986112100172338,17598,2596,NA,489,NA,NA
986112100164084,17332,2931,NA,684,NA,NA
986112100164084,17604,2931,NA,684,NA,NA
982000411818601,17323,2837,NA,632,TRUE,NA
982000411818601,17620,3203,NA,NA,TRUE,NA
982126052697421,17599,2983,NA,705,NA,NA
982126052697421,17626,2983,NA,705,NA,NA
986112100168403,17319,2774,NA,591,NA,NA
986112100168403,17608,2774,741,465,NA,NA
986112100168403,17630,2774,NA,591,NA,NA
982000411818594,17321,2793,NA,604,NA,NA
982000411818594,17601,2795,809,606,NA,NA
982000411818594,17630,2795,NA,606,NA,NA
985153000373100,17321,2179,NA,277,NA,NA
985153000373100,17601,2179,810,277,NA,NA
985153000407066,16936,2223,940,319,TRUE,NA
985153000407066,17595,2222,479,318,TRUE,NA
986112100169386,17322,2821,762,266,NA,NA
986112100169386,17602,2821,2163,266,NA,NA
986112100172006,17594,2939,NA,NA,FALSE,FALSE
986112100172006,17607,2625,NA,505,FALSE,FALSE
982126052697376,17599,2885,NA,661,TRUE,NA
982126052697376,17626,2973,NA,703,TRUE,NA
982000411818618,17323,2846,NA,638,NA,NA
982000411818618,17605,2846,NA,638,NA,NA
982000411818611,17321,2792,NA,603,TRUE,NA
982000411818611,17601,2794,NA,605,TRUE,NA
982000411818611,17630,2793,NA,604,TRUE,NA
982000411818571,17315,2691,NA,548,TRUE,NA
982000411818571,17611,2694,NA,551,TRUE,NA
982126052697434,17597,2640,NA,19,NA,NA
982126052697434,17621,2640,NA,19,NA,NA
986112100164101,17332,2933,441,686,NA,NA
986112100164101,17604,2933,441,686,NA,NA
982000411818575,17315,2691,NA,548,TRUE,NA
982000411818575,17611,2694,NA,551,TRUE,NA
986112100163289,17313,2673,1461,NA,NA,NA
986112100163289,17613,3176,2673,NA,NA,NA
982000411818588,17315,2690,NA,NA,FALSE,FALSE
982000411818588,17615,2688,NA,546,FALSE,FALSE
982000411818483,17301,2611,NA,494,NA,NA
982000411818483,17595,2611,429,494,NA,NA
986112100172739,17332,2928,NA,683,NA,NA
986112100172739,17604,2928,NA,683,NA,NA
986112100175698,17601,2185,NA,281,TRUE,NA
986112100175698,17630,3015,NA,NA,TRUE,NA
982000411818438,17300,2602,NA,492,TRUE,NA
982000411818438,17626,3230,1146,72,TRUE,NA
982000411818438,17626,3229,NA,NA,TRUE,NA
982126052697418,17599,2975,NA,704,NA,NA
982126052697418,17626,2975,NA,704,NA,NA
982000411818450,17314,2302,NA,383,NA,NA
982000411818450,17615,2302,NA,383,NA,NA
986112100163135,17313,2266,NA,353,NA,NA
986112100163135,17613,2266,NA,353,NA,NA
982126052697430,17601,2177,NA,275,TRUE,NA
982126052697430,17630,2175,NA,274,TRUE,NA
982000411818484,17301,2012,NA,189,NA,NA
982000411818484,17328,2012,NA,189,NA,NA
982000411818484,17597,2011,NA,188,NA,NA
985153000351496,16936,2217,NA,312,NA,NA
985153000351496,17305,2217,NA,312,NA,NA
986112100172380,17311,2271,NA,359,NA,NA
986112100172380,17330,2271,NA,359,NA,NA
986112100177486,17319,2776,NA,593,TRUE,NA
986112100177486,17630,2550,NA,466,TRUE,NA
985153000354371,16959,2532,NA,458,NA,NA
985153000354371,17321,2532,NA,458,NA,NA
986112100171820,17328,2215,NA,310,FALSE,FALSE
986112100171820,17597,2011,NA,188,FALSE,FALSE
982126052951087,17605,2840,NA,636,NA,NA
982126052951087,17620,2840,NA,636,NA,NA
982000411818448,17301,2012,NA,189,NA,NA
982000411818448,17328,2012,NA,189,NA,NA
982126052697394,17599,2983,NA,705,NA,NA
982126052697394,17626,2983,NA,705,NA,NA
986112100172598,17332,2936,NA,688,NA,NA
986112100172598,17605,2936,NA,688,NA,NA
982126052951068,17600,2461,NA,421,NA,NA
982126052951068,17622,2461,NA,421,NA,NA
